Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Nederbördsmängd,Kvalitet,Latitude,Longitude
11/1/49 6:00,12/1/49 6:00,1949-11,91.4,Y,57.6614,18.3428
12/2/49 6:00,1/1/50 6:00,1949-12,148.2,Y,57.6614,18.3428
1/2/50 6:00,2/1/50 6:00,1950-01,65,G,57.6614,18.3428
1/30/50 6:00,3/1/50 6:00,1950-02,54.3,Y,57.6614,18.3428
3/2/50 6:00,4/1/50 6:00,1950-03,10,G,57.6614,18.3428
4/1/50 6:00,5/1/50 6:00,1950-04,61.7,Y,57.6614,18.3428
5/2/50 6:00,6/1/50 6:00,1950-05,27.8,Y,57.6614,18.3428
6/1/50 6:00,7/1/50 6:00,1950-06,13.5,Y,57.6614,18.3428
7/2/50 6:00,8/1/50 6:00,1950-07,37,Y,57.6614,18.3428
8/2/50 6:00,9/1/50 6:00,1950-08,30.1,Y,57.6614,18.3428
9/1/50 6:00,10/1/50 6:00,1950-09,50.2,Y,57.6614,18.3428
10/2/50 6:00,11/1/50 6:00,1950-10,83.3,Y,57.6614,18.3428
11/1/50 6:00,12/1/50 6:00,1950-11,92.3,Y,57.6614,18.3428
12/2/50 6:00,1/1/51 6:00,1950-12,49.8,Y,57.6614,18.3428
1/2/51 6:00,2/1/51 6:00,1951-01,61.3,Y,57.6614,18.3428
1/30/51 6:00,3/1/51 6:00,1951-02,27.5,Y,57.6614,18.3428
3/2/51 6:00,4/1/51 6:00,1951-03,50.3,Y,57.6614,18.3428
4/1/51 6:00,5/1/51 6:00,1951-04,19.5,Y,57.6614,18.3428
5/2/51 6:00,6/1/51 6:00,1951-05,23.4,Y,57.6614,18.3428
6/1/51 6:00,7/1/51 6:00,1951-06,49.9,Y,57.6614,18.3428
7/2/51 6:00,8/1/51 6:00,1951-07,37.6,Y,57.6614,18.3428
8/2/51 6:00,9/1/51 6:00,1951-08,54,G,57.6614,18.3428
9/1/51 6:00,10/1/51 6:00,1951-09,9.4,Y,57.6614,18.3428
10/2/51 6:00,11/1/51 6:00,1951-10,6.7,Y,57.6614,18.3428
11/1/51 6:00,12/1/51 6:00,1951-11,66.6,Y,57.6614,18.3428
12/2/51 6:00,1/1/52 6:00,1951-12,37.8,Y,57.6614,18.3428
1/2/52 6:00,2/1/52 6:00,1952-01,47.2,Y,57.6614,18.3428
1/31/52 6:00,3/1/52 6:00,1952-02,32.2,Y,57.6614,18.3428
3/2/52 6:00,4/1/52 6:00,1952-03,8.7,Y,57.6614,18.3428
4/1/52 6:00,5/1/52 6:00,1952-04,33.5,Y,57.6614,18.3428
5/2/52 6:00,6/1/52 6:00,1952-05,53.2,Y,57.6614,18.3428
6/1/52 6:00,7/1/52 6:00,1952-06,24.1,Y,57.6614,18.3428
7/2/52 6:00,8/1/52 6:00,1952-07,23.4,Y,57.6614,18.3428
8/2/52 6:00,9/1/52 6:00,1952-08,62.1,Y,57.6614,18.3428
9/1/52 6:00,10/1/52 6:00,1952-09,44.6,Y,57.6614,18.3428
10/2/52 6:00,11/1/52 6:00,1952-10,173.9,Y,57.6614,18.3428
11/1/52 6:00,12/1/52 6:00,1952-11,59.8,Y,57.6614,18.3428
12/2/52 6:00,1/1/53 6:00,1952-12,76.7,Y,57.6614,18.3428
1/2/53 6:00,2/1/53 6:00,1953-01,33.1,Y,57.6614,18.3428
1/30/53 6:00,3/1/53 6:00,1953-02,76.6,Y,57.6614,18.3428
3/2/53 6:00,4/1/53 6:00,1953-03,13.7,Y,57.6614,18.3428
4/1/53 6:00,5/1/53 6:00,1953-04,13.8,Y,57.6614,18.3428
5/2/53 6:00,6/1/53 6:00,1953-05,38,G,57.6614,18.3428
6/1/53 6:00,7/1/53 6:00,1953-06,35.3,Y,57.6614,18.3428
7/2/53 6:00,8/1/53 6:00,1953-07,54.9,Y,57.6614,18.3428
8/2/53 6:00,9/1/53 6:00,1953-08,54.6,Y,57.6614,18.3428
9/1/53 6:00,10/1/53 6:00,1953-09,76.3,Y,57.6614,18.3428
10/2/53 6:00,11/1/53 6:00,1953-10,16.5,Y,57.6614,18.3428
11/1/53 6:00,12/1/53 6:00,1953-11,36.8,Y,57.6614,18.3428
12/2/53 6:00,1/1/54 6:00,1953-12,34.5,Y,57.6614,18.3428
1/2/54 6:00,2/1/54 6:00,1954-01,74.4,Y,57.6614,18.3428
1/30/54 6:00,3/1/54 6:00,1954-02,8,G,57.6614,18.3428
3/2/54 6:00,4/1/54 6:00,1954-03,28,Y,57.6614,18.3428
4/1/54 6:00,5/1/54 6:00,1954-04,15,Y,57.6614,18.3428
5/2/54 6:00,6/1/54 6:00,1954-05,15.7,Y,57.6614,18.3428
6/1/54 6:00,7/1/54 6:00,1954-06,24.1,Y,57.6614,18.3428
7/2/54 6:00,8/1/54 6:00,1954-07,64.4,Y,57.6614,18.3428
8/2/54 6:00,9/1/54 6:00,1954-08,38.7,Y,57.6614,18.3428
9/1/54 6:00,10/1/54 6:00,1954-09,32.4,Y,57.6614,18.3428
10/2/54 6:00,11/1/54 6:00,1954-10,46.1,Y,57.6614,18.3428
11/1/54 6:00,12/1/54 6:00,1954-11,50.6,Y,57.6614,18.3428
12/2/54 6:00,1/1/55 6:00,1954-12,49.5,Y,57.6614,18.3428
1/2/55 6:00,2/1/55 6:00,1955-01,33.1,Y,57.6614,18.3428
1/30/55 6:00,3/1/55 6:00,1955-02,32.8,Y,57.6614,18.3428
3/2/55 6:00,4/1/55 6:00,1955-03,19.9,Y,57.6614,18.3428
4/1/55 6:00,5/1/55 6:00,1955-04,42.2,Y,57.6614,18.3428
5/2/55 6:00,6/1/55 6:00,1955-05,41.8,Y,57.6614,18.3428
6/1/55 6:00,7/1/55 6:00,1955-06,37,Y,57.6614,18.3428
7/2/55 6:00,8/1/55 6:00,1955-07,10.7,Y,57.6614,18.3428
8/2/55 6:00,9/1/55 6:00,1955-08,14.4,Y,57.6614,18.3428
9/1/55 6:00,10/1/55 6:00,1955-09,59.7,Y,57.6614,18.3428
10/2/55 6:00,11/1/55 6:00,1955-10,60.9,Y,57.6614,18.3428
11/1/55 6:00,12/1/55 6:00,1955-11,31.8,Y,57.6614,18.3428
12/2/55 6:00,1/1/56 6:00,1955-12,86,G,57.6614,18.3428
1/2/56 6:00,2/1/56 6:00,1956-01,42,Y,57.6614,18.3428
1/31/56 6:00,3/1/56 6:00,1956-02,62.6,Y,57.6614,18.3428
3/2/56 6:00,4/1/56 6:00,1956-03,8,G,57.6614,18.3428
4/1/56 6:00,5/1/56 6:00,1956-04,36.4,Y,57.6614,18.3428
5/2/56 6:00,6/1/56 6:00,1956-05,4,G,57.6614,18.3428
6/1/56 6:00,7/1/56 6:00,1956-06,54.5,Y,57.6614,18.3428
7/2/56 6:00,8/1/56 6:00,1956-07,48,G,57.6614,18.3428
8/2/56 6:00,9/1/56 6:00,1956-08,55,G,57.6614,18.3428
9/1/56 6:00,10/1/56 6:00,1956-09,68.9,Y,57.6614,18.3428
10/2/56 6:00,11/1/56 6:00,1956-10,28,G,57.6614,18.3428
11/1/56 6:00,12/1/56 6:00,1956-11,35,G,57.6614,18.3428
12/2/56 6:00,1/1/57 6:00,1956-12,67.9,Y,57.6614,18.3428
1/2/57 6:00,2/1/57 6:00,1957-01,39,Y,57.6614,18.3428
1/30/57 6:00,3/1/57 6:00,1957-02,59,G,57.6614,18.3428
3/2/57 6:00,4/1/57 6:00,1957-03,35.3,Y,57.6614,18.3428
4/1/57 6:00,5/1/57 6:00,1957-04,27.2,Y,57.6614,18.3428
5/2/57 6:00,6/1/57 6:00,1957-05,16.8,Y,57.6614,18.3428
6/1/57 6:00,7/1/57 6:00,1957-06,30.2,Y,57.6614,18.3428
7/2/57 6:00,8/1/57 6:00,1957-07,138,G,57.6614,18.3428
8/2/57 6:00,9/1/57 6:00,1957-08,95.1,Y,57.6614,18.3428
9/1/57 6:00,10/1/57 6:00,1957-09,71.4,Y,57.6614,18.3428
10/2/57 6:00,11/1/57 6:00,1957-10,76.4,Y,57.6614,18.3428
11/1/57 6:00,12/1/57 6:00,1957-11,19.5,Y,57.6614,18.3428
12/2/57 6:00,1/1/58 6:00,1957-12,50.9,Y,57.6614,18.3428
1/2/58 6:00,2/1/58 6:00,1958-01,26.3,Y,57.6614,18.3428
1/30/58 6:00,3/1/58 6:00,1958-02,70,G,57.6614,18.3428
3/2/58 6:00,4/1/58 6:00,1958-03,29.6,Y,57.6614,18.3428
4/1/58 6:00,5/1/58 6:00,1958-04,33,G,57.6614,18.3428
5/2/58 6:00,6/1/58 6:00,1958-05,53.5,Y,57.6614,18.3428
6/1/58 6:00,7/1/58 6:00,1958-06,19.9,Y,57.6614,18.3428
7/2/58 6:00,8/1/58 6:00,1958-07,39,G,57.6614,18.3428
8/2/58 6:00,9/1/58 6:00,1958-08,58.4,Y,57.6614,18.3428
9/1/58 6:00,10/1/58 6:00,1958-09,34.6,Y,57.6614,18.3428
10/2/58 6:00,11/1/58 6:00,1958-10,54.4,Y,57.6614,18.3428
11/1/58 6:00,12/1/58 6:00,1958-11,32.8,Y,57.6614,18.3428
12/2/58 6:00,1/1/59 6:00,1958-12,85.2,Y,57.6614,18.3428
1/2/59 6:00,2/1/59 6:00,1959-01,90.1,Y,57.6614,18.3428
1/30/59 6:00,3/1/59 6:00,1959-02,11.2,Y,57.6614,18.3428
3/2/59 6:00,4/1/59 6:00,1959-03,21.1,Y,57.6614,18.3428
4/1/59 6:00,5/1/59 6:00,1959-04,32,Y,57.6614,18.3428
5/2/59 6:00,6/1/59 6:00,1959-05,4.6,Y,57.6614,18.3428
6/1/59 6:00,7/1/59 6:00,1959-06,35.9,Y,57.6614,18.3428
7/2/59 6:00,8/1/59 6:00,1959-07,18.8,Y,57.6614,18.3428
8/2/59 6:00,9/1/59 6:00,1959-08,10.1,Y,57.6614,18.3428
9/1/59 6:00,10/1/59 6:00,1959-09,54,G,57.6614,18.3428
10/2/59 6:00,11/1/59 6:00,1959-10,28.3,Y,57.6614,18.3428
11/1/59 6:00,12/1/59 6:00,1959-11,19.8,Y,57.6614,18.3428
12/2/59 6:00,1/1/60 6:00,1959-12,42.7,Y,57.6614,18.3428
1/2/60 6:00,2/1/60 6:00,1960-01,75.8,Y,57.6614,18.3428
1/31/60 6:00,3/1/60 6:00,1960-02,25.7,Y,57.6614,18.3428
3/2/60 6:00,4/1/60 6:00,1960-03,8.6,Y,57.6614,18.3428
4/1/60 6:00,5/1/60 6:00,1960-04,20.9,Y,57.6614,18.3428
5/2/60 6:00,6/1/60 6:00,1960-05,62.9,Y,57.6614,18.3428
6/1/60 6:00,7/1/60 6:00,1960-06,30.2,Y,57.6614,18.3428
7/2/60 6:00,8/1/60 6:00,1960-07,98.1,Y,57.6614,18.3428
8/2/60 6:00,9/1/60 6:00,1960-08,114.3,Y,57.6614,18.3428
9/1/60 6:00,10/1/60 6:00,1960-09,58.5,Y,57.6614,18.3428
10/2/60 6:00,11/1/60 6:00,1960-10,45.8,Y,57.6614,18.3428
11/1/60 6:00,12/1/60 6:00,1960-11,63.7,Y,57.6614,18.3428
12/2/60 6:00,1/1/61 6:00,1960-12,57,G,57.6614,18.3428
1/2/61 6:00,2/1/61 6:00,1961-01,45.3,Y,57.6614,18.3428
1/30/61 6:00,3/1/61 6:00,1961-02,16.3,Y,57.6614,18.3428
3/2/61 6:00,4/1/61 6:00,1961-03,16.4,Y,57.6614,18.3428
4/1/61 6:00,5/1/61 6:00,1961-04,18.5,Y,57.6614,18.3428
5/2/61 6:00,6/1/61 6:00,1961-05,36.5,Y,57.6614,18.3428
6/1/61 6:00,7/1/61 6:00,1961-06,52.2,Y,57.6614,18.3428
7/2/61 6:00,8/1/61 6:00,1961-07,29.5,Y,57.6614,18.3428
8/2/61 6:00,9/1/61 6:00,1961-08,42.4,Y,57.6614,18.3428
9/1/61 6:00,10/1/61 6:00,1961-09,32.2,Y,57.6614,18.3428
10/2/61 6:00,11/1/61 6:00,1961-10,30.3,Y,57.6614,18.3428
11/1/61 6:00,12/1/61 6:00,1961-11,42.4,Y,57.6614,18.3428
12/2/61 6:00,1/1/62 6:00,1961-12,30.6,Y,57.6614,18.3428
1/2/62 6:00,2/1/62 6:00,1962-01,65.9,Y,57.6614,18.3428
1/30/62 6:00,3/1/62 6:00,1962-02,49.2,Y,57.6614,18.3428
3/2/62 6:00,4/1/62 6:00,1962-03,20.7,Y,57.6614,18.3428
4/1/62 6:00,5/1/62 6:00,1962-04,51.6,Y,57.6614,18.3428
5/2/62 6:00,6/1/62 6:00,1962-05,15.2,Y,57.6614,18.3428
6/1/62 6:00,7/1/62 6:00,1962-06,29,Y,57.6614,18.3428
7/2/62 6:00,8/1/62 6:00,1962-07,63,Y,57.6614,18.3428
8/2/62 6:00,9/1/62 6:00,1962-08,53.8,Y,57.6614,18.3428
9/1/62 6:00,10/1/62 6:00,1962-09,76.4,Y,57.6614,18.3428
10/2/62 6:00,11/1/62 6:00,1962-10,15.9,Y,57.6614,18.3428
11/1/62 6:00,12/1/62 6:00,1962-11,36,Y,57.6614,18.3428
12/2/62 6:00,1/1/63 6:00,1962-12,30.9,Y,57.6614,18.3428
1/2/63 6:00,2/1/63 6:00,1963-01,56.8,Y,57.6614,18.3428
1/30/63 6:00,3/1/63 6:00,1963-02,26.3,Y,57.6614,18.3428
3/2/63 6:00,4/1/63 6:00,1963-03,18,Y,57.6614,18.3428
4/1/63 6:00,5/1/63 6:00,1963-04,14.1,Y,57.6614,18.3428
5/2/63 6:00,6/1/63 6:00,1963-05,5.9,Y,57.6614,18.3428
6/1/63 6:00,7/1/63 6:00,1963-06,44.8,Y,57.6614,18.3428
7/2/63 6:00,8/1/63 6:00,1963-07,70.2,Y,57.6614,18.3428
8/2/63 6:00,9/1/63 6:00,1963-08,83,Y,57.6614,18.3428
9/1/63 6:00,10/1/63 6:00,1963-09,39.7,Y,57.6614,18.3428
10/2/63 6:00,11/1/63 6:00,1963-10,43.1,Y,57.6614,18.3428
11/1/63 6:00,12/1/63 6:00,1963-11,48.7,Y,57.6614,18.3428
12/2/63 6:00,1/1/64 6:00,1963-12,22.2,Y,57.6614,18.3428
1/2/64 6:00,2/1/64 6:00,1964-01,20.3,Y,57.6614,18.3428
1/31/64 6:00,3/1/64 6:00,1964-02,19.6,Y,57.6614,18.3428
3/2/64 6:00,4/1/64 6:00,1964-03,1.3,Y,57.6614,18.3428
4/1/64 6:00,5/1/64 6:00,1964-04,7.4,Y,57.6614,18.3428
5/2/64 6:00,6/1/64 6:00,1964-05,17,Y,57.6614,18.3428
6/1/64 6:00,7/1/64 6:00,1964-06,21,Y,57.6614,18.3428
7/2/64 6:00,8/1/64 6:00,1964-07,28.9,Y,57.6614,18.3428
8/2/64 6:00,9/1/64 6:00,1964-08,25,Y,57.6614,18.3428
9/1/64 6:00,10/1/64 6:00,1964-09,29.3,Y,57.6614,18.3428
10/2/64 6:00,11/1/64 6:00,1964-10,60.1,Y,57.6614,18.3428
11/1/64 6:00,12/1/64 6:00,1964-11,54.5,Y,57.6614,18.3428
12/2/64 6:00,1/1/65 6:00,1964-12,64.7,Y,57.6614,18.3428
1/2/65 6:00,2/1/65 6:00,1965-01,33,Y,57.6614,18.3428
1/30/65 6:00,3/1/65 6:00,1965-02,28.3,Y,57.6614,18.3428
3/2/65 6:00,4/1/65 6:00,1965-03,11.3,Y,57.6614,18.3428
4/1/65 6:00,5/1/65 6:00,1965-04,10.5,Y,57.6614,18.3428
5/2/65 6:00,6/1/65 6:00,1965-05,42.7,Y,57.6614,18.3428
6/1/65 6:00,7/1/65 6:00,1965-06,15,Y,57.6614,18.3428
7/2/65 6:00,8/1/65 6:00,1965-07,47.4,Y,57.6614,18.3428
8/2/65 6:00,9/1/65 6:00,1965-08,39.4,Y,57.6614,18.3428
9/1/65 6:00,10/1/65 6:00,1965-09,85.6,Y,57.6614,18.3428
10/2/65 6:00,11/1/65 6:00,1965-10,9.5,Y,57.6614,18.3428
11/1/65 6:00,12/1/65 6:00,1965-11,55.7,Y,57.6614,18.3428
12/2/65 6:00,1/1/66 6:00,1965-12,71.2,Y,57.6614,18.3428
1/2/66 6:00,2/1/66 6:00,1966-01,25,Y,57.6614,18.3428
1/30/66 6:00,3/1/66 6:00,1966-02,32.9,Y,57.6614,18.3428
3/2/66 6:00,4/1/66 6:00,1966-03,54.9,Y,57.6614,18.3428
4/1/66 6:00,5/1/66 6:00,1966-04,40.6,Y,57.6614,18.3428
5/2/66 6:00,6/1/66 6:00,1966-05,52,Y,57.6614,18.3428
6/1/66 6:00,7/1/66 6:00,1966-06,12.9,Y,57.6614,18.3428
7/2/66 6:00,8/1/66 6:00,1966-07,27.2,Y,57.6614,18.3428
8/2/66 6:00,9/1/66 6:00,1966-08,55.4,Y,57.6614,18.3428
9/1/66 6:00,10/1/66 6:00,1966-09,17.6,Y,57.6614,18.3428
10/2/66 6:00,11/1/66 6:00,1966-10,62.5,Y,57.6614,18.3428
11/1/66 6:00,12/1/66 6:00,1966-11,64.7,Y,57.6614,18.3428
12/2/66 6:00,1/1/67 6:00,1966-12,104.1,Y,57.6614,18.3428
1/2/67 6:00,2/1/67 6:00,1967-01,62.9,Y,57.6614,18.3428
1/30/67 6:00,3/1/67 6:00,1967-02,37,Y,57.6614,18.3428
3/2/67 6:00,4/1/67 6:00,1967-03,20.5,Y,57.6614,18.3428
4/1/67 6:00,5/1/67 6:00,1967-04,39.8,Y,57.6614,18.3428
5/2/67 6:00,6/1/67 6:00,1967-05,62.6,Y,57.6614,18.3428
6/1/67 6:00,7/1/67 6:00,1967-06,6.4,Y,57.6614,18.3428
7/2/67 6:00,8/1/67 6:00,1967-07,8.1,Y,57.6614,18.3428
8/2/67 6:00,9/1/67 6:00,1967-08,60.7,Y,57.6614,18.3428
9/1/67 6:00,10/1/67 6:00,1967-09,127.9,Y,57.6614,18.3428
10/2/67 6:00,11/1/67 6:00,1967-10,63.6,Y,57.6614,18.3428
11/1/67 6:00,12/1/67 6:00,1967-11,39.2,Y,57.6614,18.3428
12/2/67 6:00,1/1/68 6:00,1967-12,79.1,Y,57.6614,18.3428
1/2/68 6:00,2/1/68 6:00,1968-01,91.6,Y,57.6614,18.3428
1/31/68 6:00,3/1/68 6:00,1968-02,17.8,Y,57.6614,18.3428
3/2/68 6:00,4/1/68 6:00,1968-03,20.5,Y,57.6614,18.3428
4/1/68 6:00,5/1/68 6:00,1968-04,22.8,Y,57.6614,18.3428
5/2/68 6:00,6/1/68 6:00,1968-05,75.1,Y,57.6614,18.3428
6/1/68 6:00,7/1/68 6:00,1968-06,28.8,Y,57.6614,18.3428
7/2/68 6:00,8/1/68 6:00,1968-07,67.9,Y,57.6614,18.3428
8/2/68 6:00,9/1/68 6:00,1968-08,61.9,Y,57.6614,18.3428
9/1/68 6:00,10/1/68 6:00,1968-09,61.9,Y,57.6614,18.3428
10/2/68 6:00,11/1/68 6:00,1968-10,64.4,Y,57.6614,18.3428
11/1/68 6:00,12/1/68 6:00,1968-11,66.1,Y,57.6614,18.3428
12/2/68 6:00,1/1/69 6:00,1968-12,16.8,Y,57.6614,18.3428
1/2/69 6:00,2/1/69 6:00,1969-01,19,Y,57.6614,18.3428
1/30/69 6:00,3/1/69 6:00,1969-02,50,Y,57.6614,18.3428
3/2/69 6:00,4/1/69 6:00,1969-03,8.7,Y,57.6614,18.3428
4/1/69 6:00,5/1/69 6:00,1969-04,34.6,Y,57.6614,18.3428
5/2/69 6:00,6/1/69 6:00,1969-05,67.2,Y,57.6614,18.3428
6/1/69 6:00,7/1/69 6:00,1969-06,5.3,Y,57.6614,18.3428
7/2/69 6:00,8/1/69 6:00,1969-07,17.1,Y,57.6614,18.3428
8/2/69 6:00,9/1/69 6:00,1969-08,112.8,Y,57.6614,18.3428
9/1/69 6:00,10/1/69 6:00,1969-09,53,Y,57.6614,18.3428
10/2/69 6:00,11/1/69 6:00,1969-10,44.9,Y,57.6614,18.3428
11/1/69 6:00,12/1/69 6:00,1969-11,60.5,Y,57.6614,18.3428
12/2/69 6:00,1/1/70 6:00,1969-12,10.5,Y,57.6614,18.3428
1/2/70 6:00,2/1/70 6:00,1970-01,21.6,Y,57.6614,18.3428
1/30/70 6:00,3/1/70 6:00,1970-02,9.6,Y,57.6614,18.3428
3/2/70 6:00,4/1/70 6:00,1970-03,65.4,Y,57.6614,18.3428
4/1/70 6:00,5/1/70 6:00,1970-04,71.4,Y,57.6614,18.3428
5/2/70 6:00,6/1/70 6:00,1970-05,5.9,Y,57.6614,18.3428
6/1/70 6:00,7/1/70 6:00,1970-06,22.5,Y,57.6614,18.3428
7/2/70 6:00,8/1/70 6:00,1970-07,78.2,Y,57.6614,18.3428
8/2/70 6:00,9/1/70 6:00,1970-08,21.7,Y,57.6614,18.3428
9/1/70 6:00,10/1/70 6:00,1970-09,39.8,Y,57.6614,18.3428
10/2/70 6:00,11/1/70 6:00,1970-10,97,Y,57.6614,18.3428
11/1/70 6:00,12/1/70 6:00,1970-11,127.1,Y,57.6614,18.3428
12/2/70 6:00,1/1/71 6:00,1970-12,38.5,Y,57.6614,18.3428
1/2/71 6:00,2/1/71 6:00,1971-01,24.9,Y,57.6614,18.3428
1/30/71 6:00,3/1/71 6:00,1971-02,52.7,Y,57.6614,18.3428
3/2/71 6:00,4/1/71 6:00,1971-03,65.1,Y,57.6614,18.3428
4/1/71 6:00,5/1/71 6:00,1971-04,21.4,Y,57.6614,18.3428
5/2/71 6:00,6/1/71 6:00,1971-05,13.1,Y,57.6614,18.3428
6/1/71 6:00,7/1/71 6:00,1971-06,28.7,Y,57.6614,18.3428
7/2/71 6:00,8/1/71 6:00,1971-07,23.4,Y,57.6614,18.3428
8/2/71 6:00,9/1/71 6:00,1971-08,19.8,Y,57.6614,18.3428
9/1/71 6:00,10/1/71 6:00,1971-09,33.6,Y,57.6614,18.3428
10/2/71 6:00,11/1/71 6:00,1971-10,31.3,Y,57.6614,18.3428
11/1/71 6:00,12/1/71 6:00,1971-11,59.1,Y,57.6614,18.3428
12/2/71 6:00,1/1/72 6:00,1971-12,39.2,Y,57.6614,18.3428
1/2/72 6:00,2/1/72 6:00,1972-01,20.4,Y,57.6614,18.3428
1/31/72 6:00,3/1/72 6:00,1972-02,20.3,Y,57.6614,18.3428
3/2/72 6:00,4/1/72 6:00,1972-03,26.2,Y,57.6614,18.3428
4/1/72 6:00,5/1/72 6:00,1972-04,31.3,Y,57.6614,18.3428
5/2/72 6:00,6/1/72 6:00,1972-05,52.9,Y,57.6614,18.3428
6/1/72 6:00,7/1/72 6:00,1972-06,6.3,Y,57.6614,18.3428
7/2/72 6:00,8/1/72 6:00,1972-07,12.1,Y,57.6614,18.3428
8/2/72 6:00,9/1/72 6:00,1972-08,88.9,Y,57.6614,18.3428
9/1/72 6:00,10/1/72 6:00,1972-09,60.2,Y,57.6614,18.3428
10/2/72 6:00,11/1/72 6:00,1972-10,43.4,Y,57.6614,18.3428
11/1/72 6:00,12/1/72 6:00,1972-11,49.2,Y,57.6614,18.3428
12/2/72 6:00,1/1/73 6:00,1972-12,31.6,Y,57.6614,18.3428
1/2/73 6:00,2/1/73 6:00,1973-01,27.2,Y,57.6614,18.3428
1/30/73 6:00,3/1/73 6:00,1973-02,30.2,Y,57.6614,18.3428
3/2/73 6:00,4/1/73 6:00,1973-03,24.4,Y,57.6614,18.3428
4/1/73 6:00,5/1/73 6:00,1973-04,40.3,Y,57.6614,18.3428
5/2/73 6:00,6/1/73 6:00,1973-05,18.6,Y,57.6614,18.3428
6/1/73 6:00,7/1/73 6:00,1973-06,20.4,Y,57.6614,18.3428
7/2/73 6:00,8/1/73 6:00,1973-07,52,Y,57.6614,18.3428
8/2/73 6:00,9/1/73 6:00,1973-08,23.5,Y,57.6614,18.3428
9/1/73 6:00,10/1/73 6:00,1973-09,59.6,Y,57.6614,18.3428
10/2/73 6:00,11/1/73 6:00,1973-10,69.8,Y,57.6614,18.3428
11/1/73 6:00,12/1/73 6:00,1973-11,55.1,Y,57.6614,18.3428
12/2/73 6:00,1/1/74 6:00,1973-12,36.7,Y,57.6614,18.3428
