Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Nederbördsmängd,Kvalitet,Latitude,Longitude
1888-07-01 07:00:01,1888-08-01 07:00:00,1888-07,53,G,57.95481,19.2459
1888-08-01 07:00:01,1888-09-01 07:00:00,1888-08,23,G,57.95481,19.2459
1888-09-01 07:00:01,1888-10-01 07:00:00,1888-09,32,G,57.95481,19.2459
1888-10-01 07:00:01,1888-11-01 07:00:00,1888-10,61,G,57.95481,19.2459
1888-11-01 07:00:01,1888-12-01 07:00:00,1888-11,10,G,57.95481,19.2459
1888-12-01 07:00:01,1889-01-01 07:00:00,1888-12,26,G,57.95481,19.2459
1889-01-01 07:00:01,1889-02-01 07:00:00,1889-01,8,G,57.95481,19.2459
1889-02-01 07:00:01,1889-03-01 07:00:00,1889-02,14,G,57.95481,19.2459
1889-03-01 07:00:01,1889-04-01 07:00:00,1889-03,15,G,57.95481,19.2459
1889-04-01 07:00:01,1889-05-01 07:00:00,1889-04,11,G,57.95481,19.2459
1889-05-01 07:00:01,1889-06-01 07:00:00,1889-05,7,G,57.95481,19.2459
1889-06-01 07:00:01,1889-07-01 07:00:00,1889-06,2,G,57.95481,19.2459
1889-07-01 07:00:01,1889-08-01 07:00:00,1889-07,90,G,57.95481,19.2459
1889-08-01 07:00:01,1889-09-01 07:00:00,1889-08,67,G,57.95481,19.2459
1889-09-01 07:00:01,1889-10-01 07:00:00,1889-09,55,G,57.95481,19.2459
1889-10-01 07:00:01,1889-11-01 07:00:00,1889-10,27,G,57.95481,19.2459
1889-11-01 07:00:01,1889-12-01 07:00:00,1889-11,49,G,57.95481,19.2459
1889-12-01 07:00:01,1890-01-01 07:00:00,1889-12,20,G,57.95481,19.2459
1890-01-01 07:00:01,1890-02-01 07:00:00,1890-01,22,G,57.95481,19.2459
1890-02-01 07:00:01,1890-03-01 07:00:00,1890-02,13,G,57.95481,19.2459
1890-03-01 07:00:01,1890-04-01 07:00:00,1890-03,27,G,57.95481,19.2459
1890-04-01 07:00:01,1890-05-01 07:00:00,1890-04,87,G,57.95481,19.2459
1890-05-01 07:00:01,1890-06-01 07:00:00,1890-05,20,G,57.95481,19.2459
1890-06-01 07:00:01,1890-07-01 07:00:00,1890-06,26,G,57.95481,19.2459
1890-07-01 07:00:01,1890-08-01 07:00:00,1890-07,39,G,57.95481,19.2459
1890-08-01 07:00:01,1890-09-01 07:00:00,1890-08,123,G,57.95481,19.2459
1890-09-01 07:00:01,1890-10-01 07:00:00,1890-09,10,G,57.95481,19.2459
1890-10-01 07:00:01,1890-11-01 07:00:00,1890-10,75,G,57.95481,19.2459
1890-11-01 07:00:01,1890-12-01 07:00:00,1890-11,45,G,57.95481,19.2459
1890-12-01 07:00:01,1891-01-01 07:00:00,1890-12,12,G,57.95481,19.2459
1891-01-01 07:00:01,1891-02-01 07:00:00,1891-01,20,G,57.95481,19.2459
1891-02-01 07:00:01,1891-03-01 07:00:00,1891-02,4,G,57.95481,19.2459
1891-03-01 07:00:01,1891-04-01 07:00:00,1891-03,15,G,57.95481,19.2459
1891-04-01 07:00:01,1891-05-01 07:00:00,1891-04,9,G,57.95481,19.2459
1891-05-01 07:00:01,1891-06-01 07:00:00,1891-05,28,G,57.95481,19.2459
1891-06-01 07:00:01,1891-07-01 07:00:00,1891-06,33,G,57.95481,19.2459
1891-07-01 07:00:01,1891-08-01 07:00:00,1891-07,52,G,57.95481,19.2459
1891-08-01 07:00:01,1891-09-01 07:00:00,1891-08,47,G,57.95481,19.2459
1891-09-01 07:00:01,1891-10-01 07:00:00,1891-09,36,G,57.95481,19.2459
1891-10-01 07:00:01,1891-11-01 07:00:00,1891-10,21,G,57.95481,19.2459
1891-11-01 07:00:01,1891-12-01 07:00:00,1891-11,47,G,57.95481,19.2459
1891-12-01 07:00:01,1892-01-01 07:00:00,1891-12,54,G,57.95481,19.2459
1892-01-01 07:00:01,1892-02-01 07:00:00,1892-01,24,G,57.95481,19.2459
1892-02-01 07:00:01,1892-03-01 07:00:00,1892-02,14,G,57.95481,19.2459
1892-03-01 07:00:01,1892-04-01 07:00:00,1892-03,1,G,57.95481,19.2459
1892-04-01 07:00:01,1892-05-01 07:00:00,1892-04,13,G,57.95481,19.2459
1892-05-01 07:00:01,1892-06-01 07:00:00,1892-05,28,G,57.95481,19.2459
1892-06-01 07:00:01,1892-07-01 07:00:00,1892-06,48,G,57.95481,19.2459
1892-07-01 07:00:01,1892-08-01 07:00:00,1892-07,47,G,57.95481,19.2459
1892-08-01 07:00:01,1892-09-01 07:00:00,1892-08,61,G,57.95481,19.2459
1892-09-01 07:00:01,1892-10-01 07:00:00,1892-09,11,G,57.95481,19.2459
1892-10-01 07:00:01,1892-11-01 07:00:00,1892-10,53,G,57.95481,19.2459
1892-11-01 07:00:01,1892-12-01 07:00:00,1892-11,14,G,57.95481,19.2459
1892-12-01 07:00:01,1893-01-01 07:00:00,1892-12,15,G,57.95481,19.2459
1893-01-01 07:00:01,1893-02-01 07:00:00,1893-01,8,G,57.95481,19.2459
1893-02-01 07:00:01,1893-03-01 07:00:00,1893-02,14,G,57.95481,19.2459
1893-03-01 07:00:01,1893-04-01 07:00:00,1893-03,16,G,57.95481,19.2459
1893-04-01 07:00:01,1893-05-01 07:00:00,1893-04,5,G,57.95481,19.2459
1893-05-01 07:00:01,1893-06-01 07:00:00,1893-05,8,G,57.95481,19.2459
1893-06-01 07:00:01,1893-07-01 07:00:00,1893-06,13,G,57.95481,19.2459
1893-07-01 07:00:01,1893-08-01 07:00:00,1893-07,20,G,57.95481,19.2459
1893-08-01 07:00:01,1893-09-01 07:00:00,1893-08,51,G,57.95481,19.2459
1893-09-01 07:00:01,1893-10-01 07:00:00,1893-09,95,G,57.95481,19.2459
1893-10-01 07:00:01,1893-11-01 07:00:00,1893-10,46,G,57.95481,19.2459
1893-11-01 07:00:01,1893-12-01 07:00:00,1893-11,33,G,57.95481,19.2459
1893-12-01 07:00:01,1894-01-01 07:00:00,1893-12,4,G,57.95481,19.2459
1894-01-01 07:00:01,1894-02-01 07:00:00,1894-01,21,G,57.95481,19.2459
1894-02-01 07:00:01,1894-03-01 07:00:00,1894-02,19,G,57.95481,19.2459
1894-03-01 07:00:01,1894-04-01 07:00:00,1894-03,13,G,57.95481,19.2459
1894-04-01 07:00:01,1894-05-01 07:00:00,1894-04,24,G,57.95481,19.2459
1894-05-01 07:00:01,1894-06-01 07:00:00,1894-05,35,G,57.95481,19.2459
1894-06-01 07:00:01,1894-07-01 07:00:00,1894-06,20,G,57.95481,19.2459
1894-07-01 07:00:01,1894-08-01 07:00:00,1894-07,38,G,57.95481,19.2459
1894-08-01 07:00:01,1894-09-01 07:00:00,1894-08,40,G,57.95481,19.2459
1894-09-01 07:00:01,1894-10-01 07:00:00,1894-09,52,G,57.95481,19.2459
1894-10-01 07:00:01,1894-11-01 07:00:00,1894-10,32,G,57.95481,19.2459
1894-11-01 07:00:01,1894-12-01 07:00:00,1894-11,24,G,57.95481,19.2459
1894-12-01 07:00:01,1895-01-01 07:00:00,1894-12,44,G,57.95481,19.2459
1895-01-01 07:00:01,1895-02-01 07:00:00,1895-01,8,G,57.95481,19.2459
1895-02-01 07:00:01,1895-03-01 07:00:00,1895-02,11,G,57.95481,19.2459
1895-03-01 07:00:01,1895-04-01 07:00:00,1895-03,14,G,57.95481,19.2459
1895-04-01 07:00:01,1895-05-01 07:00:00,1895-04,12,G,57.95481,19.2459
1895-05-01 07:00:01,1895-06-01 07:00:00,1895-05,11,G,57.95481,19.2459
1895-06-01 07:00:01,1895-07-01 07:00:00,1895-06,6,G,57.95481,19.2459
1895-07-01 07:00:01,1895-08-01 07:00:00,1895-07,78,G,57.95481,19.2459
1895-08-01 07:00:01,1895-09-01 07:00:00,1895-08,110,G,57.95481,19.2459
1895-09-01 07:00:01,1895-10-01 07:00:00,1895-09,23,G,57.95481,19.2459
1895-10-01 07:00:01,1895-11-01 07:00:00,1895-10,51,G,57.95481,19.2459
1895-11-01 07:00:01,1895-12-01 07:00:00,1895-11,47,G,57.95481,19.2459
1895-12-01 07:00:01,1896-01-01 07:00:00,1895-12,22,G,57.95481,19.2459
1896-01-01 07:00:01,1896-02-01 07:00:00,1896-01,12,G,57.95481,19.2459
1896-02-01 07:00:01,1896-03-01 07:00:00,1896-02,9,G,57.95481,19.2459
1896-03-01 07:00:01,1896-04-01 07:00:00,1896-03,30,G,57.95481,19.2459
1896-04-01 07:00:01,1896-05-01 07:00:00,1896-04,18,G,57.95481,19.2459
1896-05-01 07:00:01,1896-06-01 07:00:00,1896-05,18,G,57.95481,19.2459
1896-06-01 07:00:01,1896-07-01 07:00:00,1896-06,8,G,57.95481,19.2459
1896-07-01 07:00:01,1896-08-01 07:00:00,1896-07,34,G,57.95481,19.2459
1896-08-01 07:00:01,1896-09-01 07:00:00,1896-08,125,G,57.95481,19.2459
1896-09-01 07:00:01,1896-10-01 07:00:00,1896-09,32,G,57.95481,19.2459
1896-10-01 07:00:01,1896-11-01 07:00:00,1896-10,48,G,57.95481,19.2459
1896-11-01 07:00:01,1896-12-01 07:00:00,1896-11,40,G,57.95481,19.2459
1896-12-01 07:00:01,1897-01-01 07:00:00,1896-12,35,G,57.95481,19.2459
1897-01-01 07:00:01,1897-02-01 07:00:00,1897-01,16,G,57.95481,19.2459
1897-02-01 07:00:01,1897-03-01 07:00:00,1897-02,10,G,57.95481,19.2459
1897-03-01 07:00:01,1897-04-01 07:00:00,1897-03,27,G,57.95481,19.2459
1897-04-01 07:00:01,1897-05-01 07:00:00,1897-04,43,G,57.95481,19.2459
1897-05-01 07:00:01,1897-06-01 07:00:00,1897-05,72,G,57.95481,19.2459
1897-06-01 07:00:01,1897-07-01 07:00:00,1897-06,36,G,57.95481,19.2459
1897-07-01 07:00:01,1897-08-01 07:00:00,1897-07,24,G,57.95481,19.2459
1897-08-01 07:00:01,1897-09-01 07:00:00,1897-08,30,G,57.95481,19.2459
1897-09-01 07:00:01,1897-10-01 07:00:00,1897-09,53,G,57.95481,19.2459
1897-10-01 07:00:01,1897-11-01 07:00:00,1897-10,14,G,57.95481,19.2459
1897-11-01 07:00:01,1897-12-01 07:00:00,1897-11,33,G,57.95481,19.2459
1897-12-01 07:00:01,1898-01-01 07:00:00,1897-12,41,G,57.95481,19.2459
1898-01-01 07:00:01,1898-02-01 07:00:00,1898-01,16,G,57.95481,19.2459
1898-02-01 07:00:01,1898-03-01 07:00:00,1898-02,36,G,57.95481,19.2459
1898-03-01 07:00:01,1898-04-01 07:00:00,1898-03,68,G,57.95481,19.2459
1898-04-01 07:00:01,1898-05-01 07:00:00,1898-04,17,G,57.95481,19.2459
1898-05-01 07:00:01,1898-06-01 07:00:00,1898-05,32,G,57.95481,19.2459
1898-06-01 07:00:01,1898-07-01 07:00:00,1898-06,56,G,57.95481,19.2459
1898-07-01 07:00:01,1898-08-01 07:00:00,1898-07,93,G,57.95481,19.2459
1898-08-01 07:00:01,1898-09-01 07:00:00,1898-08,26,G,57.95481,19.2459
1898-09-01 07:00:01,1898-10-01 07:00:00,1898-09,35,G,57.95481,19.2459
1898-10-01 07:00:01,1898-11-01 07:00:00,1898-10,22,G,57.95481,19.2459
1898-11-01 07:00:01,1898-12-01 07:00:00,1898-11,41,G,57.95481,19.2459
1898-12-01 07:00:01,1899-01-01 07:00:00,1898-12,101,G,57.95481,19.2459
1899-01-01 07:00:01,1899-02-01 07:00:00,1899-01,28,G,57.95481,19.2459
1899-02-01 07:00:01,1899-03-01 07:00:00,1899-02,23,G,57.95481,19.2459
1899-03-01 07:00:01,1899-04-01 07:00:00,1899-03,31,G,57.95481,19.2459
1899-04-01 07:00:01,1899-05-01 07:00:00,1899-04,23,G,57.95481,19.2459
1899-05-01 07:00:01,1899-06-01 07:00:00,1899-05,46,G,57.95481,19.2459
1899-06-01 07:00:01,1899-07-01 07:00:00,1899-06,15,G,57.95481,19.2459
1899-07-01 07:00:01,1899-08-01 07:00:00,1899-07,2,G,57.95481,19.2459
1899-08-01 07:00:01,1899-09-01 07:00:00,1899-08,23,G,57.95481,19.2459
1899-09-01 07:00:01,1899-10-01 07:00:00,1899-09,52,G,57.95481,19.2459
1899-10-01 07:00:01,1899-11-01 07:00:00,1899-10,20,G,57.95481,19.2459
1899-11-01 07:00:01,1899-12-01 07:00:00,1899-11,30,G,57.95481,19.2459
1899-12-01 07:00:01,1/1/00 7:00,1899-12,41,G,57.95481,19.2459
1/1/00 7:00,2/1/00 7:00,1900-01,22,G,57.95481,19.2459
2/1/00 7:00,3/1/00 7:00,1900-02,40,G,57.95481,19.2459
3/1/00 7:00,4/1/00 7:00,1900-03,24,G,57.95481,19.2459
4/1/00 7:00,5/1/00 7:00,1900-04,15,G,57.95481,19.2459
5/1/00 7:00,6/1/00 7:00,1900-05,11,G,57.95481,19.2459
6/1/00 7:00,7/1/00 7:00,1900-06,12,G,57.95481,19.2459
7/1/00 7:00,8/1/00 7:00,1900-07,41,G,57.95481,19.2459
8/1/00 7:00,9/1/00 7:00,1900-08,37,G,57.95481,19.2459
9/1/00 7:00,10/1/00 7:00,1900-09,70,G,57.95481,19.2459
10/1/00 7:00,11/1/00 7:00,1900-10,119,G,57.95481,19.2459
11/1/00 7:00,12/1/00 7:00,1900-11,43,G,57.95481,19.2459
12/1/00 7:00,1/1/01 7:00,1900-12,44,G,57.95481,19.2459
1/1/01 7:00,2/1/01 7:00,1901-01,21,G,57.95481,19.2459
2/1/01 7:00,3/1/01 7:00,1901-02,20,G,57.95481,19.2459
3/1/01 7:00,4/1/01 7:00,1901-03,15,G,57.95481,19.2459
4/1/01 7:00,5/1/01 7:00,1901-04,22,G,57.95481,19.2459
5/1/01 7:00,6/1/01 7:00,1901-05,4,G,57.95481,19.2459
6/1/01 7:00,7/1/01 7:00,1901-06,52,G,57.95481,19.2459
7/1/01 7:00,8/1/01 7:00,1901-07,3,G,57.95481,19.2459
8/1/01 7:00,9/1/01 7:00,1901-08,56,G,57.95481,19.2459
9/1/01 7:00,10/1/01 7:00,1901-09,45,G,57.95481,19.2459
10/1/01 7:00,11/1/01 7:00,1901-10,48,G,57.95481,19.2459
11/1/01 7:00,12/1/01 7:00,1901-11,39,G,57.95481,19.2459
12/1/01 7:00,1/1/02 7:00,1901-12,53,G,57.95481,19.2459
1/1/02 7:00,2/1/02 7:00,1902-01,45,G,57.95481,19.2459
2/1/02 7:00,3/1/02 7:00,1902-02,3,G,57.95481,19.2459
3/1/02 7:00,4/1/02 7:00,1902-03,21,G,57.95481,19.2459
4/1/02 7:00,5/1/02 7:00,1902-04,4,G,57.95481,19.2459
5/1/02 7:00,6/1/02 7:00,1902-05,27,G,57.95481,19.2459
6/1/02 7:00,7/1/02 7:00,1902-06,63,G,57.95481,19.2459
7/1/02 7:00,8/1/02 7:00,1902-07,55,G,57.95481,19.2459
8/1/02 7:00,9/1/02 7:00,1902-08,36,G,57.95481,19.2459
9/1/02 7:00,10/1/02 7:00,1902-09,27,G,57.95481,19.2459
10/1/02 7:00,11/1/02 7:00,1902-10,49,G,57.95481,19.2459
11/1/02 7:00,12/1/02 7:00,1902-11,9,G,57.95481,19.2459
12/1/02 7:00,1/1/03 7:00,1902-12,29,G,57.95481,19.2459
1/1/03 7:00,2/1/03 7:00,1903-01,22,G,57.95481,19.2459
2/1/03 7:00,3/1/03 7:00,1903-02,14,G,57.95481,19.2459
3/1/03 7:00,4/1/03 7:00,1903-03,17,G,57.95481,19.2459
4/1/03 7:00,5/1/03 7:00,1903-04,56,G,57.95481,19.2459
5/1/03 7:00,6/1/03 7:00,1903-05,28,G,57.95481,19.2459
6/1/03 7:00,7/1/03 7:00,1903-06,3,G,57.95481,19.2459
7/1/03 7:00,8/1/03 7:00,1903-07,30,G,57.95481,19.2459
8/1/03 7:00,9/1/03 7:00,1903-08,150,G,57.95481,19.2459
9/1/03 7:00,10/1/03 7:00,1903-09,34,G,57.95481,19.2459
10/1/03 7:00,11/1/03 7:00,1903-10,51,G,57.95481,19.2459
11/1/03 7:00,12/1/03 7:00,1903-11,30,G,57.95481,19.2459
12/1/03 7:00,1/1/04 7:00,1903-12,42,G,57.95481,19.2459
1/1/04 7:00,2/1/04 7:00,1904-01,18,G,57.95481,19.2459
2/1/04 7:00,3/1/04 7:00,1904-02,28,G,57.95481,19.2459
3/1/04 7:00,4/1/04 7:00,1904-03,12,G,57.95481,19.2459
4/1/04 7:00,5/1/04 7:00,1904-04,18,G,57.95481,19.2459
5/1/04 7:00,6/1/04 7:00,1904-05,23,G,57.95481,19.2459
6/1/04 7:00,7/1/04 7:00,1904-06,24,G,57.95481,19.2459
7/1/04 7:00,8/1/04 7:00,1904-07,24,G,57.95481,19.2459
8/1/04 7:00,9/1/04 7:00,1904-08,67,G,57.95481,19.2459
9/1/04 7:00,10/1/04 7:00,1904-09,11,G,57.95481,19.2459
10/1/04 7:00,11/1/04 7:00,1904-10,43,G,57.95481,19.2459
11/1/04 7:00,12/1/04 7:00,1904-11,74,G,57.95481,19.2459
12/1/04 7:00,1/1/05 7:00,1904-12,46,G,57.95481,19.2459
1/1/05 7:00,2/1/05 7:00,1905-01,15,G,57.95481,19.2459
2/1/05 7:00,3/1/05 7:00,1905-02,10,G,57.95481,19.2459
3/1/05 7:00,4/1/05 7:00,1905-03,13,G,57.95481,19.2459
4/1/05 7:00,5/1/05 7:00,1905-04,36,G,57.95481,19.2459
5/1/05 7:00,6/1/05 7:00,1905-05,4,G,57.95481,19.2459
6/1/05 7:00,7/1/05 7:00,1905-06,10,G,57.95481,19.2459
7/1/05 7:00,8/1/05 7:00,1905-07,78,G,57.95481,19.2459
8/1/05 7:00,9/1/05 7:00,1905-08,76,G,57.95481,19.2459
9/1/05 7:00,10/1/05 7:00,1905-09,43,G,57.95481,19.2459
10/1/05 7:00,11/1/05 7:00,1905-10,75,G,57.95481,19.2459
11/1/05 7:00,12/1/05 7:00,1905-11,69,G,57.95481,19.2459
12/1/05 7:00,1/1/06 7:00,1905-12,20,G,57.95481,19.2459
1/1/06 7:00,2/1/06 7:00,1906-01,19,G,57.95481,19.2459
2/1/06 7:00,3/1/06 7:00,1906-02,20,G,57.95481,19.2459
3/1/06 7:00,4/1/06 7:00,1906-03,38,G,57.95481,19.2459
4/1/06 7:00,5/1/06 7:00,1906-04,15,G,57.95481,19.2459
5/1/06 7:00,6/1/06 7:00,1906-05,25,G,57.95481,19.2459
6/1/06 7:00,7/1/06 7:00,1906-06,47,G,57.95481,19.2459
7/1/06 7:00,8/1/06 7:00,1906-07,55,G,57.95481,19.2459
8/1/06 7:00,9/1/06 7:00,1906-08,94,G,57.95481,19.2459
9/1/06 7:00,10/1/06 7:00,1906-09,9,G,57.95481,19.2459
10/1/06 7:00,11/1/06 7:00,1906-10,22,G,57.95481,19.2459
11/1/06 7:00,12/1/06 7:00,1906-11,45,G,57.95481,19.2459
12/1/06 7:00,1/1/07 7:00,1906-12,27,G,57.95481,19.2459
1/1/07 7:00,2/1/07 7:00,1907-01,27,G,57.95481,19.2459
2/1/07 7:00,3/1/07 7:00,1907-02,18,G,57.95481,19.2459
3/1/07 7:00,4/1/07 7:00,1907-03,28,G,57.95481,19.2459
4/1/07 7:00,5/1/07 7:00,1907-04,25,G,57.95481,19.2459
5/1/07 7:00,6/1/07 7:00,1907-05,20,G,57.95481,19.2459
6/1/07 7:00,7/1/07 7:00,1907-06,35,G,57.95481,19.2459
7/1/07 7:00,8/1/07 7:00,1907-07,109,G,57.95481,19.2459
8/1/07 7:00,9/1/07 7:00,1907-08,76,G,57.95481,19.2459
9/1/07 7:00,10/1/07 7:00,1907-09,24,G,57.95481,19.2459
10/1/07 7:00,11/1/07 7:00,1907-10,15,G,57.95481,19.2459
11/1/07 7:00,12/1/07 7:00,1907-11,36,G,57.95481,19.2459
12/1/07 7:00,1/1/08 7:00,1907-12,26,G,57.95481,19.2459
1/1/08 7:00,2/1/08 7:00,1908-01,21,G,57.95481,19.2459
2/1/08 7:00,3/1/08 7:00,1908-02,22,G,57.95481,19.2459
3/1/08 7:00,4/1/08 7:00,1908-03,22,G,57.95481,19.2459
4/1/08 7:00,5/1/08 7:00,1908-04,31,G,57.95481,19.2459
5/1/08 7:00,6/1/08 7:00,1908-05,28,G,57.95481,19.2459
6/1/08 7:00,7/1/08 7:00,1908-06,40,G,57.95481,19.2459
7/1/08 7:00,8/1/08 7:00,1908-07,26,G,57.95481,19.2459
8/1/08 7:00,9/1/08 7:00,1908-08,59,G,57.95481,19.2459
9/1/08 7:00,10/1/08 7:00,1908-09,32,G,57.95481,19.2459
10/1/08 7:00,11/1/08 7:00,1908-10,5,G,57.95481,19.2459
