Från Datum Tid (UTC),Till Datum Tid (UTC),Representativ månad,Nederbördsmängd,Kvalitet,Latitude,Longitude
1/1/43 7:00,2/1/43 7:00,1943-01,54,G,57.8166,18.9333
2/1/43 7:00,3/1/43 7:00,1943-02,24,G,57.8166,18.9333
3/1/43 7:00,4/1/43 7:00,1943-03,12,G,57.8166,18.9333
4/1/43 7:00,5/1/43 7:00,1943-04,9,G,57.8166,18.9333
5/1/43 7:00,6/1/43 7:00,1943-05,20,G,57.8166,18.9333
6/1/43 7:00,7/1/43 7:00,1943-06,19,G,57.8166,18.9333
7/1/43 7:00,8/1/43 7:00,1943-07,1,G,57.8166,18.9333
8/1/43 7:00,9/1/43 7:00,1943-08,100,G,57.8166,18.9333
9/1/43 7:00,10/1/43 7:00,1943-09,74,G,57.8166,18.9333
10/1/43 7:00,11/1/43 7:00,1943-10,52,G,57.8166,18.9333
11/1/43 7:00,12/1/43 7:00,1943-11,85,G,57.8166,18.9333
12/1/43 7:00,1/1/44 7:00,1943-12,38,G,57.8166,18.9333
1/1/44 7:00,2/1/44 7:00,1944-01,52,G,57.8166,18.9333
2/1/44 7:00,3/1/44 7:00,1944-02,29,G,57.8166,18.9333
3/1/44 7:00,4/1/44 7:00,1944-03,39,G,57.8166,18.9333
4/1/44 7:00,5/1/44 7:00,1944-04,19,G,57.8166,18.9333
5/1/44 7:00,6/1/44 7:00,1944-05,35,G,57.8166,18.9333
6/1/44 7:00,7/1/44 7:00,1944-06,40,G,57.8166,18.9333
7/1/44 7:00,8/1/44 7:00,1944-07,30,G,57.8166,18.9333
8/1/44 7:00,9/1/44 7:00,1944-08,27,G,57.8166,18.9333
9/1/44 7:00,10/1/44 7:00,1944-09,47,G,57.8166,18.9333
10/1/44 7:00,11/1/44 7:00,1944-10,42,G,57.8166,18.9333
11/1/44 7:00,12/1/44 7:00,1944-11,102,G,57.8166,18.9333
12/1/44 7:00,1/1/45 7:00,1944-12,58,G,57.8166,18.9333
1/1/45 7:00,2/1/45 7:00,1945-01,66.6,Y,57.8166,18.9333
2/1/45 7:00,3/1/45 7:00,1945-02,45.9,Y,57.8166,18.9333
3/1/45 7:00,4/1/45 7:00,1945-03,23.3,Y,57.8166,18.9333
4/1/45 7:00,5/1/45 7:00,1945-04,53.8,Y,57.8166,18.9333
5/1/45 7:00,6/1/45 7:00,1945-05,39.1,Y,57.8166,18.9333
6/1/45 7:00,7/1/45 7:00,1945-06,29.8,Y,57.8166,18.9333
7/1/45 7:00,8/1/45 7:00,1945-07,33.3,Y,57.8166,18.9333
8/1/45 7:00,9/1/45 7:00,1945-08,79,G,57.8166,18.9333
9/1/45 7:00,10/1/45 7:00,1945-09,61.1,Y,57.8166,18.9333
10/1/45 7:00,11/1/45 7:00,1945-10,43.8,Y,57.8166,18.9333
11/1/45 7:00,12/1/45 7:00,1945-11,30,G,57.8166,18.9333
12/1/45 7:00,1/1/46 7:00,1945-12,73.2,Y,57.8166,18.9333
1/1/46 7:00,2/1/46 7:00,1946-01,53,G,57.8166,18.9333
2/1/46 7:00,3/1/46 7:00,1946-02,41.7,Y,57.8166,18.9333
3/1/46 7:00,4/1/46 7:00,1946-03,21.5,Y,57.8166,18.9333
4/1/46 7:00,5/1/46 7:00,1946-04,14.5,Y,57.8166,18.9333
5/1/46 7:00,6/1/46 7:00,1946-05,30.6,Y,57.8166,18.9333
6/1/46 7:00,7/1/46 7:00,1946-06,44.2,Y,57.8166,18.9333
7/1/46 7:00,8/1/46 7:00,1946-07,80,G,57.8166,18.9333
8/1/46 7:00,9/1/46 7:00,1946-08,133.8,Y,57.8166,18.9333
9/1/46 7:00,10/1/46 7:00,1946-09,66.9,Y,57.8166,18.9333
10/1/46 7:00,11/1/46 7:00,1946-10,34.3,Y,57.8166,18.9333
11/1/46 7:00,12/1/46 7:00,1946-11,33.1,Y,57.8166,18.9333
12/1/46 7:00,1/1/47 7:00,1946-12,23.7,Y,57.8166,18.9333
1/1/47 6:00,2/1/47 6:00,1947-01,32.9,Y,57.8166,18.9333
2/1/47 6:00,3/1/47 6:00,1947-02,20.2,Y,57.8166,18.9333
3/1/47 6:00,4/1/47 6:00,1947-03,60.9,Y,57.8166,18.9333
4/1/47 6:00,5/1/47 6:00,1947-04,26.5,Y,57.8166,18.9333
5/1/47 6:00,6/1/47 6:00,1947-05,17.2,Y,57.8166,18.9333
6/1/47 6:00,7/1/47 6:00,1947-06,44.1,Y,57.8166,18.9333
7/1/47 6:00,8/1/47 6:00,1947-07,41,G,57.8166,18.9333
8/1/47 6:00,9/1/47 6:00,1947-08,43.7,Y,57.8166,18.9333
9/1/47 6:00,10/1/47 6:00,1947-09,23.4,Y,57.8166,18.9333
10/1/47 6:00,11/1/47 6:00,1947-10,7.5,Y,57.8166,18.9333
11/1/47 6:00,12/1/47 6:00,1947-11,57.4,Y,57.8166,18.9333
12/1/47 6:00,1/1/48 6:00,1947-12,92.4,Y,57.8166,18.9333
1/1/48 6:00,2/1/48 6:00,1948-01,103.6,Y,57.8166,18.9333
2/1/48 6:00,3/1/48 6:00,1948-02,21.9,Y,57.8166,18.9333
3/1/48 6:00,4/1/48 6:00,1948-03,19.5,Y,57.8166,18.9333
4/1/48 6:00,5/1/48 6:00,1948-04,20,G,57.8166,18.9333
5/1/48 6:00,6/1/48 6:00,1948-05,32.9,Y,57.8166,18.9333
6/1/48 6:00,7/1/48 6:00,1948-06,48.8,Y,57.8166,18.9333
7/1/48 6:00,8/1/48 6:00,1948-07,20.5,Y,57.8166,18.9333
8/1/48 6:00,9/1/48 6:00,1948-08,140.4,Y,57.8166,18.9333
9/1/48 6:00,10/1/48 6:00,1948-09,92.2,Y,57.8166,18.9333
10/1/48 6:00,11/1/48 6:00,1948-10,20.7,Y,57.8166,18.9333
11/1/48 6:00,12/1/48 6:00,1948-11,37.9,Y,57.8166,18.9333
12/1/48 6:00,1/1/49 6:00,1948-12,8.1,Y,57.8166,18.9333
1/1/49 6:00,2/1/49 6:00,1949-01,34.1,Y,57.8166,18.9333
2/1/49 6:00,3/1/49 6:00,1949-02,12.2,Y,57.8166,18.9333
3/1/49 6:00,4/1/49 6:00,1949-03,14.2,Y,57.8166,18.9333
4/1/49 6:00,5/1/49 6:00,1949-04,50.2,Y,57.8166,18.9333
5/1/49 6:00,6/1/49 6:00,1949-05,28,G,57.8166,18.9333
6/1/49 6:00,7/1/49 6:00,1949-06,33.8,Y,57.8166,18.9333
7/1/49 6:00,8/1/49 6:00,1949-07,33.8,Y,57.8166,18.9333
8/1/49 6:00,9/1/49 6:00,1949-08,63.5,Y,57.8166,18.9333
9/1/49 6:00,10/1/49 6:00,1949-09,10.8,Y,57.8166,18.9333
10/1/49 6:00,11/1/49 6:00,1949-10,27.5,Y,57.8166,18.9333
11/1/49 6:00,12/1/49 6:00,1949-11,82.3,Y,57.8166,18.9333
12/1/49 6:00,1/1/50 6:00,1949-12,105,G,57.8166,18.9333
1/1/50 6:00,2/1/50 6:00,1950-01,64.1,Y,57.8166,18.9333
2/1/50 6:00,3/1/50 6:00,1950-02,60.2,Y,57.8166,18.9333
3/1/50 6:00,4/1/50 6:00,1950-03,7.5,Y,57.8166,18.9333
4/1/50 6:00,5/1/50 6:00,1950-04,51.7,Y,57.8166,18.9333
5/1/50 6:00,6/1/50 6:00,1950-05,19.7,Y,57.8166,18.9333
6/1/50 6:00,7/1/50 6:00,1950-06,30.5,Y,57.8166,18.9333
7/1/50 6:00,8/1/50 6:00,1950-07,35.3,Y,57.8166,18.9333
8/1/50 6:00,9/1/50 6:00,1950-08,22.9,Y,57.8166,18.9333
9/1/50 6:00,10/1/50 6:00,1950-09,66.1,Y,57.8166,18.9333
10/1/50 6:00,11/1/50 6:00,1950-10,64.5,Y,57.8166,18.9333
11/1/50 6:00,12/1/50 6:00,1950-11,97.3,Y,57.8166,18.9333
12/1/50 6:00,1/1/51 6:00,1950-12,69.2,Y,57.8166,18.9333
1/1/51 6:00,2/1/51 6:00,1951-01,65.7,Y,57.8166,18.9333
2/1/51 6:00,3/1/51 6:00,1951-02,41.8,Y,57.8166,18.9333
3/1/51 6:00,4/1/51 6:00,1951-03,51.2,Y,57.8166,18.9333
4/1/51 6:00,5/1/51 6:00,1951-04,23,G,57.8166,18.9333
5/1/51 6:00,6/1/51 6:00,1951-05,35.7,Y,57.8166,18.9333
6/1/51 6:00,7/1/51 6:00,1951-06,25.6,Y,57.8166,18.9333
7/1/51 6:00,8/1/51 6:00,1951-07,32.7,Y,57.8166,18.9333
8/1/51 6:00,9/1/51 6:00,1951-08,50.5,Y,57.8166,18.9333
9/1/51 6:00,10/1/51 6:00,1951-09,14.7,Y,57.8166,18.9333
10/1/51 6:00,11/1/51 6:00,1951-10,10.2,Y,57.8166,18.9333
11/1/51 6:00,12/1/51 6:00,1951-11,92.8,Y,57.8166,18.9333
12/1/51 6:00,1/1/52 6:00,1951-12,28.5,Y,57.8166,18.9333
1/1/52 6:00,2/1/52 6:00,1952-01,42.4,Y,57.8166,18.9333
2/1/52 6:00,3/1/52 6:00,1952-02,29.8,Y,57.8166,18.9333
3/1/52 6:00,4/1/52 6:00,1952-03,25.8,Y,57.8166,18.9333
4/1/52 6:00,5/1/52 6:00,1952-04,41.5,Y,57.8166,18.9333
5/1/52 6:00,6/1/52 6:00,1952-05,56.9,Y,57.8166,18.9333
6/1/52 6:00,7/1/52 6:00,1952-06,35.7,Y,57.8166,18.9333
7/1/52 6:00,8/1/52 6:00,1952-07,33.2,Y,57.8166,18.9333
8/1/52 6:00,9/1/52 6:00,1952-08,119.5,Y,57.8166,18.9333
9/1/52 6:00,10/1/52 6:00,1952-09,56.6,Y,57.8166,18.9333
10/1/52 6:00,11/1/52 6:00,1952-10,181.4,Y,57.8166,18.9333
11/1/52 6:00,12/1/52 6:00,1952-11,80.5,Y,57.8166,18.9333
12/1/52 6:00,1/1/53 6:00,1952-12,78.8,Y,57.8166,18.9333
1/1/53 6:00,2/1/53 6:00,1953-01,23.4,Y,57.8166,18.9333
2/1/53 6:00,3/1/53 6:00,1953-02,68.4,Y,57.8166,18.9333
3/1/53 6:00,4/1/53 6:00,1953-03,11.6,Y,57.8166,18.9333
4/1/53 6:00,5/1/53 6:00,1953-04,7.8,Y,57.8166,18.9333
5/1/53 6:00,6/1/53 6:00,1953-05,53.1,Y,57.8166,18.9333
6/1/53 6:00,7/1/53 6:00,1953-06,34.3,Y,57.8166,18.9333
7/1/53 6:00,8/1/53 6:00,1953-07,68,G,57.8166,18.9333
8/1/53 6:00,9/1/53 6:00,1953-08,63.3,Y,57.8166,18.9333
9/1/53 6:00,10/1/53 6:00,1953-09,64.1,Y,57.8166,18.9333
10/1/53 6:00,11/1/53 6:00,1953-10,17.9,Y,57.8166,18.9333
11/1/53 6:00,12/1/53 6:00,1953-11,41.1,Y,57.8166,18.9333
12/1/53 6:00,1/1/54 6:00,1953-12,28.8,Y,57.8166,18.9333
1/1/54 6:00,2/1/54 6:00,1954-01,96,G,57.8166,18.9333
2/1/54 6:00,3/1/54 6:00,1954-02,19.8,Y,57.8166,18.9333
3/1/54 6:00,4/1/54 6:00,1954-03,19.6,Y,57.8166,18.9333
4/1/54 6:00,5/1/54 6:00,1954-04,17.7,Y,57.8166,18.9333
5/1/54 6:00,6/1/54 6:00,1954-05,11.2,Y,57.8166,18.9333
6/1/54 6:00,7/1/54 6:00,1954-06,23,G,57.8166,18.9333
7/1/54 6:00,8/1/54 6:00,1954-07,81.6,Y,57.8166,18.9333
8/1/54 6:00,9/1/54 6:00,1954-08,45.6,Y,57.8166,18.9333
9/1/54 6:00,10/1/54 6:00,1954-09,31.8,Y,57.8166,18.9333
10/1/54 6:00,11/1/54 6:00,1954-10,44.3,Y,57.8166,18.9333
11/1/54 6:00,12/1/54 6:00,1954-11,54.9,Y,57.8166,18.9333
12/1/54 6:00,1/1/55 6:00,1954-12,47.6,Y,57.8166,18.9333
1/1/55 6:00,2/1/55 6:00,1955-01,33.3,Y,57.8166,18.9333
2/1/55 6:00,3/1/55 6:00,1955-02,43.4,Y,57.8166,18.9333
3/1/55 6:00,4/1/55 6:00,1955-03,24.7,Y,57.8166,18.9333
4/1/55 6:00,5/1/55 6:00,1955-04,53.1,Y,57.8166,18.9333
5/1/55 6:00,6/1/55 6:00,1955-05,39.9,Y,57.8166,18.9333
6/1/55 6:00,7/1/55 6:00,1955-06,47.1,Y,57.8166,18.9333
7/1/55 6:00,8/1/55 6:00,1955-07,11.6,Y,57.8166,18.9333
8/1/55 6:00,9/1/55 6:00,1955-08,2.5,Y,57.8166,18.9333
9/1/55 6:00,10/1/55 6:00,1955-09,78.1,Y,57.8166,18.9333
10/1/55 6:00,11/1/55 6:00,1955-10,55.9,Y,57.8166,18.9333
11/1/55 6:00,12/1/55 6:00,1955-11,28.7,Y,57.8166,18.9333
12/1/55 6:00,1/1/56 6:00,1955-12,83.6,Y,57.8166,18.9333
1/1/56 6:00,2/1/56 6:00,1956-01,64.3,Y,57.8166,18.9333
2/1/56 6:00,3/1/56 6:00,1956-02,58.6,Y,57.8166,18.9333
3/1/56 6:00,4/1/56 6:00,1956-03,9.1,Y,57.8166,18.9333
4/1/56 6:00,5/1/56 6:00,1956-04,38.4,Y,57.8166,18.9333
5/1/56 6:00,6/1/56 6:00,1956-05,7.1,Y,57.8166,18.9333
6/1/56 6:00,7/1/56 6:00,1956-06,56.2,Y,57.8166,18.9333
7/1/56 6:00,8/1/56 6:00,1956-07,27.9,Y,57.8166,18.9333
8/1/56 6:00,9/1/56 6:00,1956-08,84.7,Y,57.8166,18.9333
9/1/56 6:00,10/1/56 6:00,1956-09,68.1,Y,57.8166,18.9333
10/1/56 6:00,11/1/56 6:00,1956-10,12.6,Y,57.8166,18.9333
11/1/56 6:00,12/1/56 6:00,1956-11,40.7,Y,57.8166,18.9333
12/1/56 6:00,1/1/57 6:00,1956-12,47.1,Y,57.8166,18.9333
1/1/57 6:00,2/1/57 6:00,1957-01,29.1,Y,57.8166,18.9333
2/1/57 6:00,3/1/57 6:00,1957-02,47.7,Y,57.8166,18.9333
3/1/57 6:00,4/1/57 6:00,1957-03,49.6,Y,57.8166,18.9333
4/1/57 6:00,5/1/57 6:00,1957-04,34.7,Y,57.8166,18.9333
5/1/57 6:00,6/1/57 6:00,1957-05,13.1,Y,57.8166,18.9333
6/1/57 6:00,7/1/57 6:00,1957-06,46.3,Y,57.8166,18.9333
7/1/57 6:00,8/1/57 6:00,1957-07,74.4,Y,57.8166,18.9333
8/1/57 6:00,9/1/57 6:00,1957-08,60.3,Y,57.8166,18.9333
9/1/57 6:00,10/1/57 6:00,1957-09,96.2,Y,57.8166,18.9333
10/1/57 6:00,11/1/57 6:00,1957-10,58.3,Y,57.8166,18.9333
11/1/57 6:00,12/1/57 6:00,1957-11,28.2,Y,57.8166,18.9333
12/1/57 6:00,1/1/58 6:00,1957-12,35.1,Y,57.8166,18.9333
1/1/58 6:00,2/1/58 6:00,1958-01,31,G,57.8166,18.9333
2/1/58 6:00,3/1/58 6:00,1958-02,108.9,Y,57.8166,18.9333
3/1/58 6:00,4/1/58 6:00,1958-03,49,G,57.8166,18.9333
4/1/58 6:00,5/1/58 6:00,1958-04,32.6,Y,57.8166,18.9333
5/1/58 6:00,6/1/58 6:00,1958-05,56.5,Y,57.8166,18.9333
6/1/58 6:00,7/1/58 6:00,1958-06,20.7,Y,57.8166,18.9333
7/1/58 6:00,8/1/58 6:00,1958-07,50.3,Y,57.8166,18.9333
8/1/58 6:00,9/1/58 6:00,1958-08,24.1,Y,57.8166,18.9333
9/1/58 6:00,10/1/58 6:00,1958-09,29.5,Y,57.8166,18.9333
10/1/58 6:00,11/1/58 6:00,1958-10,55.9,Y,57.8166,18.9333
11/1/58 6:00,12/1/58 6:00,1958-11,54.8,Y,57.8166,18.9333
12/1/58 6:00,1/1/59 6:00,1958-12,108.2,Y,57.8166,18.9333
1/1/59 6:00,2/1/59 6:00,1959-01,121.4,Y,57.8166,18.9333
2/1/59 6:00,3/1/59 6:00,1959-02,5,G,57.8166,18.9333
3/1/59 6:00,4/1/59 6:00,1959-03,14.4,Y,57.8166,18.9333
4/1/59 6:00,5/1/59 6:00,1959-04,37.4,Y,57.8166,18.9333
5/1/59 6:00,6/1/59 6:00,1959-05,10.9,Y,57.8166,18.9333
6/1/59 6:00,7/1/59 6:00,1959-06,28.7,Y,57.8166,18.9333
7/1/59 6:00,8/1/59 6:00,1959-07,10,G,57.8166,18.9333
8/1/59 6:00,9/1/59 6:00,1959-08,15.5,Y,57.8166,18.9333
9/1/59 6:00,10/1/59 6:00,1959-09,37.2,Y,57.8166,18.9333
10/1/59 6:00,11/1/59 6:00,1959-10,20.2,Y,57.8166,18.9333
11/1/59 6:00,12/1/59 6:00,1959-11,21.3,Y,57.8166,18.9333
12/1/59 6:00,1/1/60 6:00,1959-12,53.9,Y,57.8166,18.9333
1/1/60 6:00,2/1/60 6:00,1960-01,71.1,Y,57.8166,18.9333
2/1/60 6:00,3/1/60 6:00,1960-02,22.9,Y,57.8166,18.9333
3/1/60 6:00,4/1/60 6:00,1960-03,12.3,Y,57.8166,18.9333
4/1/60 6:00,5/1/60 6:00,1960-04,32.3,Y,57.8166,18.9333
5/1/60 6:00,6/1/60 6:00,1960-05,69.7,Y,57.8166,18.9333
6/1/60 6:00,7/1/60 6:00,1960-06,32.7,Y,57.8166,18.9333
7/1/60 6:00,8/1/60 6:00,1960-07,108.8,Y,57.8166,18.9333
8/1/60 6:00,9/1/60 6:00,1960-08,135.8,Y,57.8166,18.9333
9/1/60 6:00,10/1/60 6:00,1960-09,57.7,Y,57.8166,18.9333
10/1/60 6:00,11/1/60 6:00,1960-10,93.9,Y,57.8166,18.9333
11/1/60 6:00,12/1/60 6:00,1960-11,84.4,Y,57.8166,18.9333
12/1/60 6:00,1/1/61 6:00,1960-12,69.1,Y,57.8166,18.9333
1/1/61 6:00,2/1/61 6:00,1961-01,54.6,Y,57.8166,18.9333
2/1/61 6:00,3/1/61 6:00,1961-02,13.6,Y,57.8166,18.9333
3/1/61 6:00,4/1/61 6:00,1961-03,31.1,Y,57.8166,18.9333
4/1/61 6:00,5/1/61 6:00,1961-04,28.9,Y,57.8166,18.9333
5/1/61 6:00,6/1/61 6:00,1961-05,31.9,Y,57.8166,18.9333
6/1/61 6:00,7/1/61 6:00,1961-06,81.2,Y,57.8166,18.9333
7/1/61 6:00,8/1/61 6:00,1961-07,25.1,Y,57.8166,18.9333
8/1/61 6:00,9/1/61 6:00,1961-08,56.2,Y,57.8166,18.9333
